port_name,country,latitude,longitude
FUTILA TERMINAL,AO,-5.45,12.183333
KUITO OIL FIELD,AO,-5.466667,11.5
TAKULA TERMINAL,AO,-5.216667,11.783333
COME BY CHANCE HARBOR,CA,47.8,-54.016667
EZ ZUEITINA,LY,30.85,20.05
RAS   LANUF,LY,30.516667,18.566667
AS SIDR,LY,30.633333,18.366667
MISRATAH,LY,32.366667,15.216667
AZ ZAWIYA,LY,32.8,12.716667
MARSA SABRATAH,LY,32.816667,12.5
BOURI OIL FIELD,LY,33.9,12.65
DARU,PG,-9.066667,143.2
PORT MORESBY,PG,-9.466667,147.133333
KUMUL,PG,-8.1,144.566667
SASSNITZ,DE,54.516667,13.65
MILAZZO,IT,38.216667,15.25
POZZALLO,IT,36.716667,14.85
SERIA OIL LOADING TERMINAL,BN,4.616667,114.316667
LUMUT,BN,4.716667,114.45
POHANG,KR,36.05,129.383333
DAESAN HANG,KR,37.016667,126.4
DTSE / GEGUA OIL TERMINAL,BR,-22.816667,-43.15
GEBIG,BR,-23.05,-44.216667
TRAMANDAI,BR,-29.983333,-50.133333
ARATU,BR,-12.783333,-38.5
MADRE DE DEUS,BR,-12.75,-38.616667
SAO SEBASTIAO,BR,-23.8,-45.4
PORT DICKSON,MY,2.533333,101.783333
MALONG MARINE TERMINAL,MY,4.633333,104.816667
PELABUHAN SUNGAI UDANG,MY,2.25,102.133333
UMM SAID,QA,24.916667,51.566667
JAZIRAT HALUL,QA,25.683333,52.416667
AL SHAHEEN TERMINAL,QA,26.583333,52
AL RAYYAN TERMINAL,QA,26.65,51.55
PUERTO CORTES,HN,15.833333,-87.95
TELA,HN,15.783333,-87.45
LA CEIBA,HN,15.783333,-86.8
TRUJILLO,HN,15.916667,-85.95
PUERTO CASTILLA,HN,16,-85.983333
TENES,DZ,36.533333,1.316667
NAGAPPATTINAM,IN,10.766667,79.85
CUDDALORE,IN,11.716667,79.766667
PONDICHERRY,IN,11.933333,79.833333
MACHILIPATNAM,IN,16.15,81.166667
PUERTO SANDINO,NI,12.183333,-86.766667
ST JOHNS,AG,17.116667,-61.85
RADA DI VADO,IT,44.266667,8.433333
VADA,IT,43.35,10.45
KASIM TERMINAL,ID,-1.3,131.016667
TG. SORONG,ID,-0.883333,131.233333
CAM PHA,VN,21.033333,107.366667
NHA TRANG,VN,12.25,109.233333
HON GAI,VN,20.95,107.066667
DAI HANG,VN,8.483333,108.683333
PELEE I WEST DOCK,CA,41.766667,-82.683333
LEAMINGTON,CA,42.033333,-82.6
MYS ROGATYY OKTYABRSKIY,RU,50.733333,142.1
PORONAYSK,RU,49.216667,143.133333
UGLEGORSK,RU,49.083333,142.033333
LESOGORSK,RU,49.45,142.133333
ALEKSANDROVSK -SAKHALINSKIY,RU,50.9,142.133333
LAZAREV,RU,52.216667,141.516667
VITAZ MARINE TERMINAL,RU,52.7,143.55
KOLE OIL TERMINAL,CM,4.25,8.55
MOUDI MARINE TERMINAL,CM,4.116667,8.483333
EBOME MARINE TERMINAL,CM,2.8,9.816667
KOME KRIBI 1 MARINE TERMINAL,CM,2.916667,9.8
LIMBOH TERMINAL,CM,3.983333,9.15
BULA,ID,-3.1,130.5
LIMIN KOS,GR,36.9,27.283333
PORT LATTA,AU,-40.833333,145.383333
BAIE DE KOUAOUA,NC,-21.383333,165.816667
BAIE UGUE,NC,-21.15,165.55
MORI,JP,42.116667,140.583333
KIIRE,JP,31.383333,130.55
MUTUREZIMA KO,JP,33.966667,130.866667
GAMAGORI KO,JP,34.816667,137.216667
KOBE,JP,34.65,135.183333
IWAKUNI KO,JP,34.183333,132.25
TOKUYAMA,JP,34.033333,131.816667
HIROSHIMA,JP,34.35,132.466667
AOKATA,JP,32.983333,129.066667
FUKUI,JP,36.066667,136.2
NISHIHARA,JP,26.216667,127.8
ONODA,JP,34,131.183333
MATSU-SHIMA,JP,32.933333,129.6
NAMIKATA,JP,34.116667,132.9
YANAI,JP,33.95,132.133333
EL TABIAZO,VE,10.766667,-71.533333
VENTERMINALS,VE,10.483333,-68.033333
MARACAIBO,VE,10.633333,-71.6
PUNTA CARDON,VE,11.633333,-70.233333
AMUAY (BAHIA DE AMUAY),VE,11.75,-70.233333
PUERTO CUMAREBO,VE,11.483333,-69.35
EL PALITO,VE,10.483333,-68.116667
GUANTA,VE,10.25,-64.583333
PUERTO DE HIERRO,VE,10.633333,-62.1
EL GUAMACHE,VE,10.9,-64.1
CUMANA (PUERTO SUCRE),VE,10.466667,-64.183333
PUERTO LA CRUZ,VE,10.25,-64.633333
JOSE TERMINAL,VE,10.1,-64.85
LAS PIEDRAS,VE,11.7,-70.216667
SCARBOROUGH,TT,11.183333,-60.733333
NAURU,NR,-0.533333,166.916667
SITRAH,BH,26.166667,50.666667
DALHOUSIE,CA,48.066667,-66.366667
BASSE TERRE,GP,16,-61.733333
PORT LOUIS,GP,16.416667,-61.533333
CANAPORT (ST. JOHN),CA,45.2,-65.983333
BRIGHTON,TT,10.25,-61.633333
POINT FORTIN,TT,10.2,-61.7
ANSE TEMBLADORA,TT,10.683333,-61.583333
GALEOTA POINT TERMINAL,TT,10.133333,-60.983333
POINTE A PIERRE,TT,10.316667,-61.466667
BUTZFLETH,DE,53.65,9.516667
SALTPOND,GH,5.2,-1.05
FOMBONI,KM,-12.266667,43.75
MOUTSAMOUDU,KM,-12.15,44.4
MORONI,KM,-11.7,43.25
DZAOUDZI,KM,-12.783333,45.25
MOSTYN,MY,4.683333,118.25
KUDAT,MY,6.883333,116.85
KINGSTON,NF,-29.066667,167.95
ROTA,MP,14.133333,145.15
PORTOFERRAIO,IT,42.816667,10.333333
SANCHEZ,DO,19.233333,-69.616667
ANDRES (ANDRES LGN TERMINAL),DO,18.433333,-69.633333
PUERTO VIEJO DE AZUA,DO,18.35,-70.833333
CABO ROJO,DO,17.916667,-71.65
PUNTA NIZAO OIL TERMINAL,DO,18.2,-70.2
PUERTO PLATA,DO,19.8,-70.7
PEPILLO SALCEDO,DO,19.7,-71.75
BLONDUOS,IS,65.666667,-20.3
LOOP TERMINAL,US,28.883333,-90.016667
RAS  TANNURAH,SA,26.633333,50.166667
JU AYMAH OIL TERMINAL,SA,26.933333,50.033333
JU AYMAH LPG TERMINAL,SA,26.866667,50.05
RAS AL MISHAB,SA,28.116667,48.633333
RAS AL KHAFJI,SA,28.433333,48.583333
SITTWE,MM,20.133333,92.9
YETAGUN MARINE TERMINAL,MM,13.05,96.85
QINGDAO GANG,CN,36.033333,120.266667
BAYUQUAN,CN,40.3,122.083333
CHANGSHU,CN,31.766667,120.95
DANDONG,CN,39.816667,124.15
LANSHAN,CN,30.1,119.366667
ZHAPU,CN,30.583333,121.083333
CHANGZHOU,CN,31.966667,119.983333
JINZHOU WAN,CN,40.75,121.1
SUIZHANG GANG,CN,40.066667,121.05
ALABASTER,US,44.183333,-83.55
ROCKPORT,US,45.2,-83.383333
ROGERS CITY,US,45.45,-83.816667
PORT HOPE,US,43.95,-82.7
PALANCA TERMINAL,AO,-6.95,12.4
NAMIBE,AO,-15.2,12.15
ESTRELA OIL FIELD,AO,-6.45,12.4
PORTO AMBOIM,AO,-10.733333,13.75
SUMBE,AO,-11.2,13.833333
GIRASSOL TERMINAL,AO,-7.65,11.683333
AL AQABAH,JO,29.516667,35
CANTON ISLAND,KI,-2.833333,-171.716667
MELILLI OIL TERMINAL,IT,37.116667,15.25
SAVUSAVU BAY,FJ,-16.766667,179.333333
SANYA,CN,18.316667,109.45
EKUK,US,58.816667,-158.566667
CLARKS POINT,US,58.85,-158.55
NASH HARBOR,US,60.2,-166.983333
ST MICHAEL,US,63.483333,-162.033333
UNALAKLEET,US,63.883333,-160.783333
SOLOMON,US,64.55,-164.4
NOME,US,64.5,-165.416667
GRANTLEY HARBOR,US,65.266667,-166.333333
SAVOONGA,US,63.683333,-170.4
DEERING,US,66.083333,-162.733333
WAINWRIGHT,US,70.65,-160
BARROW,US,71.283333,-156.783333
BERNARD HARBOR,US,70.133333,-143.633333
VILLAGE COVE,US,57.133333,-170.266667
SARROCH OIL TERMINAL,IT,39.083333,9.033333
PORTO PONTE ROMANO,IT,39.05,8.466667
LAE,PG,-6.733333,147
SAYDA,LB,33.5,35.35
SIDON/ZAHRANI TERMINAL,LB,33.533333,35.316667
BATA,GQ,1.866667,9.766667
PUNTA EUROPA TERMINAL,GQ,3.783333,8.716667
CEIBA TERMINAL,GQ,1.416667,9.233333
SERPENTINA TERMINAL,GQ,3.8,8.083333
STIGSNAESVAERKET,DK,55.2,11.25
GULFHAVEN,DK,55.2,11.266667
MINA AZ ZAWR,KW,28.733333,48.4
MINA ASH SHUAYBAH,KW,29.033333,48.166667
MINA ABD ALLAH,KW,29.016667,48.166667
MINA AL AHMADI,KW,29.066667,48.166667
MANDVI,IN,22.833333,69.35
VERAVAL,IN,20.9,70.366667
JAWAHARLAL NEHRU PORT (NHAVA SHIVA),IN,18.95,72.95
CALICUT (KOZHIKODE),IN,11.25,75.766667
BEYPORE,IN,11.166667,75.8
KOLACHEL,IN,8.166667,77.25
TRIVANDRUM,IN,8.483333,76.95
SIKKA,IN,22.433333,69.833333
MUNDRA,IN,22.733333,69.7
DAHEJ,IN,21.7,72.533333
BELEKERI,IN,14.7,74.266667
VADINAR TERMINAL,IN,22.516667,69.7
NAVLAKHI,IN,22.95,70.45
POLENG OIL FIELD,ID,-6.65,112.916667
DUBA,SA,27.566667,35.533333
DUBA BULK PLANT TANKER TERMINAL,SA,27.316667,35.9
ACAJUTLA OFFSHORE TERMINAL,SV,13.583333,-89.866667
SLITE,SE,57.7,18.816667
STORUGNS,SE,57.833333,18.8
BANTEN,ID,-6.016667,105.966667
ANYER LOR,ID,-6.05,105.916667
TEGAL,ID,-6.85,109.133333
PEKALONGAN,ID,-6.85,109.7
SEMARANG,ID,-6.95,110.416667
REMBANG,ID,-6.7,111.35
TUBAN,ID,-6.733333,112.15
GRESIK,ID,-7.15,112.65
TANJUNG GEREM,ID,-5.966667,105.983333
PROBOLINGGO,ID,-7.716667,113.216667
PORT ESQUIVEL,JM,17.883333,-77.133333
PORT KAISER,JM,17.866667,-77.6
SAVANNAH LA MAR,JM,18.2,-78.133333
BUTINGE OIL TERMINAL,LT,56.033333,20.95
BARBERS POINT TERMINAL,US,21.266667,-158.1
CALETA LOBITOS,PE,-4.45,-81.283333
PUERTO CABO BLANCO,PE,-4.25,-81.233333
PAITA,PE,-5.083333,-81.116667
PUERTO ILO,PE,-17.633333,-71.366667
BAHIA DE ANCON,PE,-11.75,-77.183333
CHANCAY,PE,-11.583333,-77.25
PUERTO DE HUACHO,PE,-11.116667,-77.616667
PUERTO SUPE,PE,-10.8,-77.75
PUNTA LOBITOS (BAHIA DE HUARMEY),PE,-10.1,-78.166667
PIMENTAL,PE,-6.833333,-79.933333
PUERTO BAYOVAR,PE,-5.833333,-81.05
CONCHAN OIL TERMINAL,PE,-12.166667,-77
LA PAMPILLA OIL TERMINAL,PE,-11.933333,-77.133333
KERKIRA,GR,39.616667,19.933333
ITEA,GR,38.433333,22.416667
AIYION,GR,38.25,22.083333
YITHION,GR,36.75,22.566667
MOEN,FM,7.433333,151.833333
POND INLET,CA,72.75,-76.75
COCKBURN TOWN,BS,24.05,-74.533333
ROCKY POINT,JM,17.816667,-77.15
NOUAKCHOTT,MR,18.033333,-16.033333
KILIFI,KE,-3.633333,39.866667
NONOPAPA,US,21.866667,-160.233333
HONOKAA,US,20.1,-155.466667
HONUAPO,US,19.083333,-155.55
MILOLII,US,19.183333,-155.9
KAUNAKAKAI,US,21.083333,-157.033333
SOKHUMI,GE,42.983333,40.983333
SUPSA MARINE TERMINAL,GE,42.1,41.716667
KANTLAX,FI,63.416667,22.283333
HELLNAS,FI,63.283333,22.233333
TAHKOLUOTO,FI,61.633333,21.4
BAHIA QUINTERO (VENTANAS),CL,-32.766667,-71.533333
BAHIA HERRADURA GUAYACAN,CL,-29.966667,-71.366667
HUASCO,CL,-28.466667,-71.25
TOCOPILLA,CL,-22.083333,-70.233333
RADA DE ARICA,CL,-18.466667,-70.333333
PUERTO NATALES,CL,-51.716667,-72.566667
PUERTO WILLIAMS,CL,-54.933333,-67.6
PUNTA DELGADA,CL,-52.466667,-69.55
RADA PUNTA ARENAS,CL,-53.166667,-70.9
TUMACO,CO,1.816667,-78.75
MAINTIRANO,MG,-18.066667,44.016667
FARADOFAY,MG,-25.033333,47
MANAKARA,MG,-22.116667,48.05
MAROANTSETRA,MG,-15.45,49.816667
ANDOANY,MG,-13.4,48.3
MORONDAVA,MG,-20.283333,44.3
TOLIARA,MG,-23.366667,43.666667
MANANJARY,MG,-21.25,48.333333
KHAWR AL AMAYA,IQ,29.783333,48.8
AL-BASRA OIL TERMINAL,IQ,29.683333,48.816667
RUFISQUE,SN,14.7,-17.283333
M BAO OIL TERMINAL,SN,14.716667,-17.4
CLIFTON PIER,BS,25,-77.55
MATTHEW TOWN,BS,20.95,-73.683333
ANAPA,RU,44.883333,37.316667
ADLER,RU,43.433333,39.933333
KAVKAZ OIL TERMINAL,RU,45.333333,36.65
GOTO OIL TERMINAL,BQ,12.216667,-68.383333
SALINA,BQ,12.083333,-68.283333
KRALENDIJK,BQ,12.15,-68.283333
ROTTERDAM,NL,51.9,4.483333
DEN HELDER,NL,52.966667,4.783333
HOEK VAN HOLLAND,NL,51.95,4.133333
VLAARDINGEN,NL,51.9,4.35
SCHIEDAM,NL,51.9,4.4
EEMSHAVEN,NL,53.45,6.833333
RENFREW,GB,55.883333,-4.383333
AYR,GB,55.466667,-4.633333
STRANRAER,GB,54.9,-5.033333
BANGOR,GB,54.65,-5.666667
FORT WILLIAM,GB,56.816667,-5.116667
LOCHALINE,GB,56.55,-5.766667
NAJIN,KP,42.233333,130.3
DARLOWO,PL,54.433333,16.416667
SLIGO,IE,54.266667,-8.466667
DROGHEDA,IE,53.716667,-6.3
LANCASTER,GB,54.05,-2.783333
UDDEVALLA,SE,58.35,11.916667
AHUS,SE,55.933333,14.316667
KUALA TRENGGANU,MY,5.35,103.133333
HADERSLEV,DK,55.25,9.5
KOLDING,DK,55.483333,9.5
ASHTABULA,US,41.9,-80.8
PUERTO VALLARTA,MX,20.616667,-105.266667
LAZARO CARDENAS,MX,17.933333,-102.166667
PUERTO MADERO,MX,14.7,-92.45
BELFAST,GB,54.616667,-5.9
CHATHAM DOCKS,GB,51.4,0.55
LONDON,GB,51.5,-0.083333
LES SABLES D' OLONNE,FR,46.5,-1.8
YUZHNYY,UA,46.6,31.016667
MYKOLAYIV,UA,46.95,31.983333
CORNUCOPIA,US,46.866667,-91.1
DUNDEE,GB,56.466667,-2.95
PERTH,GB,56.4,-3.45
ABERDEEN,GB,57.15,-2.083333
ALTAMIRA,MX,22.483333,-97.85
SANDNES,NO,58.85,5.75
FLEKKEFJORDEN,NO,58.3,6.666667
TVEDESTRAND,NO,58.616667,8.933333
SANDEFJORDEN,NO,59.116667,10.233333
SUNNDALSORA,NO,62.683333,8.55
NORHEIMSUND,NO,60.366667,6.15
ODDA,NO,60.083333,6.55
GUMBODAHAMN,SE,64.233333,21.1
HUDIKSVALL,SE,61.733333,17.116667
NYKOPING,SE,58.75,17.016667
HALLSTAVIK,SE,60.05,18.583333
SOUTHAMPTON,GB,50.9,-1.4
CAERNARVON,GB,53.15,-4.266667
KIEL,DE,54.316667,10.133333
ECKERNFORDE,DE,54.483333,9.833333
FLENSBURG,DE,54.8,9.433333
INCHON,KR,37.466667,126.616667
TANJUNG PELEPAS,MY,1.35,103.55
KEMANO BAY,CA,53.483333,-128.133333
PORT MAITLAND,CA,42.85,-79.583333
DEVONPORT,AU,-41.183333,146.366667
HITACHI,JP,36.5,140.633333
KANAZAWA,JP,36.616667,136.6
NIIGATA KO,JP,37.916667,139.05
TAGONOURA KO,JP,35.133333,138.7
SHIMMINATO,JP,36.766667,137.116667
TAKUMA,JP,34.216667,133.683333
YAHATA,JP,33.866667,130.816667
RIJEKA LUKA,HR,45.333333,14.433333
NEW BERN,US,35.1,-77.05
NEWARK,US,40.7,-74.15
POINT LISAS PORT,TT,10.383333,-61.483333
CUXHAVEN,DE,53.866667,8.716667
MONFALCONE,IT,45.783333,13.55
PORTO DI CHIOGGIA,IT,45.233333,12.3
MAHON,ES,39.883333,4.266667
GISBORNE,NZ,-38.666667,178.033333
HAYLE,GB,50.183333,-5.416667
PICTON,NZ,-41.283333,174.016667
OTAGO HARBOR,NZ,-45.816667,170.633333
NAESTVED,DK,55.233333,11.75
INKOO,FI,60.016667,23.916667
NYKARLEBY,FI,63.516667,22.533333
TURKU,FI,60.45,22.233333
FREEPORT,BS,26.516667,-78.783333
LA PLATA,AR,-34.833333,-57.883333
KALININGRAD,RU,54.7,20.483333
ROSTOV-NA-DONU,RU,47.166667,39.716667
BANJUL,GM,13.45,-16.566667
TRENTON,CA,44.1,-77.566667
NIAGARA,CA,43.25,-79.066667
QUEENSTON,CA,43.166667,-79.066667
CONTRECOUR,CA,45.883333,-73.2
PARNU,EE,58.383333,24.5
DORDRECHT,NL,51.816667,4.65
VLISSINGEN,NL,51.45,3.6
RIO CACHEU,GW,12.283333,-16.233333
BISSAU,GW,11.866667,-15.633333
COPPERMINE,CA,67.8,-115.05
CHINDE,MZ,-18.566667,36.5
QUELIMANE,MZ,-17.883333,36.883333
INHAMBANE,MZ,-23.916667,35.4
PEBANE,MZ,-17.266667,38.15
VICTORIA,GN,10.816667,-14.566667
KAMSAR,GN,10.633333,-14.616667
BENTI,GN,9.166667,-13.2
PEDREGAL,PA,8.35,-82.433333
SULINA,RO,45.166667,29.666667
BRAILA,RO,45.25,27.983333
GALATI,RO,45.416667,28.083333
CERNAVODA,RO,44.333333,28.05
BASARABI,RO,44.166667,28.433333
TULCEA,RO,45.166667,28.816667
IQUITOS,PE,-3.75,-73.233333
FINNART OIL TERMINAL,GB,56.116667,-4.833333
BOWLING,GB,55.933333,-4.483333
OLD KILPATRICK,GB,55.916667,-4.466667
ROTHESAY DOCK,GB,55.9,-4.4
GAIRLOCH,GB,57.716667,-5.683333
GLENSANDA,GB,56.566667,-5.533333
TAN-SHUI,TW,25.183333,121.4
BANDAR-E MAHSHAHR,IR,30.466667,49.183333
ABADAN,IR,30.333333,48.283333
KHORRAMSHAHR,IR,30.433333,48.183333
KHOSROWABAD,IR,30.166667,48.416667
USTKA,PL,54.583333,16.85
KOLOBRZEG,PL,54.216667,15.55
SWINOUJSCIE,PL,53.916667,14.266667
SZCZECIN,PL,53.416667,14.55
TUTOIA,BR,-2.783333,-42.283333
CAMOCIM,BR,-2.9,-40.833333
NATAL,BR,-5.783333,-35.2
FRAY BENTOS,UY,-33.116667,-58.316667
PAYSANDU,UY,-32.316667,-58.066667
NUEVA PALMIRA,UY,-33.883333,-58.416667
PEPEL,SL,8.583333,-13.05
BONTHE,SL,7.533333,-12.5
OKRIKA,NG,4.716667,7.083333
PORT HARCOURT,NG,4.766667,7
CALABAR,NG,4.966667,8.316667
BONNY,NG,4.45,7.166667
LAGOS,NG,6.4,3.4
KOKO,NG,6,5.466667
FORCADOS,NG,5.366667,5.433333
BURUTU,NG,5.35,5.5
TIN CAN ISLAND,NG,6.35,3.35
SAPELE,NG,5.9,5.683333
WARRI,NG,5.516667,5.733333
ONNE,NG,4.683333,7.15
DOURO,PT,41.15,-8.666667
AVEIRO,PT,40.65,-8.65
FIGUEIRA DA FOZ,PT,40.15,-8.85
LISBOA,PT,38.7,-9.166667
SETUBAL,PT,38.516667,-8.9
FARO,PT,37.033333,-7.933333
VILA REAL DE S ANTONIO,PT,37.183333,-7.4
PORT HEDLAND,AU,-20.316667,118.583333
WYNDHAM,AU,-15.466667,128.1
KARUMBA,AU,-17.483333,140.833333
BALLINA,AU,-28.866667,153.566667
PORT ADELAIDE,AU,-34.85,138.5
PORT PIRIE,AU,-33.183333,138.016667
CAIRNS,AU,-16.916667,145.783333
PORT ALMA,AU,-23.583333,150.85
GLADSTONE,AU,-23.85,151.25
BUNDABERG,AU,-24.866667,152.35
BRISBANE,AU,-27.466667,153.033333
CHURCHILL,CA,58.783333,-94.183333
MANATI,CU,21.366667,-76.816667
ROCHESTER,US,43.266667,-77.6
YOUNGSTOWN,US,43.25,-79.05
OSWEGO,US,43.466667,-76.516667
FOYNES,IE,52.616667,-9.116667
TARBERT,IE,52.583333,-9.366667
COBH,IE,51.85,-8.3
CORK,IE,51.85,-8.266667
WATERFORD,IE,52.266667,-7.116667
NEW ROSS,IE,52.383333,-6.95
TANJUNGREDEB,ID,2.15,117.483333
BENOA,ID,0.983333,117.966667
SAMARINDA,ID,-0.516667,117.116667
GUNUNG BATU BESAR,ID,-2.616667,116.3
BANJARMASIN,ID,-3.333333,114.583333
KUMAI,ID,-2.75,111.716667
PONTIANAK,ID,-0.016667,109.333333
SAMPIT,ID,-2.516667,113
KARLSHAMN,SE,56.166667,14.866667
RONNEBY,SE,56.183333,15.3
SARNIA,CA,42.983333,-82.416667
POINT EDWARD,CA,43,-82.416667
OWEN SOUND,CA,44.583333,-80.933333
PORT SEVERN,CA,44.8,-79.716667
DESBARATS,CA,46.333333,-83.916667
SAULT STE MARIE,CA,46.516667,-84.35
COURTRIGHT,CA,42.816667,-82.466667
WALPOLE ISLAND,CA,42.616667,-82.516667
SOMBRA,CA,42.716667,-82.483333
HUELVA,ES,37.25,-6.95
GEORGETOWN,GY,6.833333,-58.166667
LINDEN,GY,6,-58.3
NEW AMSTERDAM,GY,6.25,-57.516667
UST-PORT,RU,69.666667,84.433333
DUDINKA,RU,69.4,86.166667
IGARKA,RU,67.483333,86.6
MYS NOVYY PORT,RU,67.666667,72.9
NAR YAN-MAR,RU,67.65,53
ARKHANGELS'K,RU,64.533333,40.533333
ONEGA,RU,63.9,38.1
KANDALAKSHA,RU,67.133333,32.416667
MURMANSK,RU,68.983333,33.05
OKHOTSK IY REYD,RU,59.366667,143.2
SONDERBORG,DK,54.916667,9.783333
RANDERS,DK,56.466667,10.05
HOBRO,DK,56.633333,9.8
HALS,DK,56.983333,10.316667
ALBORG,DK,57.05,9.933333
TONAWANDA,US,43.033333,-78.883333
CONNEAUT,US,41.966667,-80.55
FAIRPORT,US,41.766667,-81.3
LORAIN,US,41.466667,-82.183333
VERMILION,US,41.433333,-82.366667
HURON,US,41.4,-82.55
PORT CLINTON,US,41.516667,-82.933333
TOLEDO,US,41.7,-83.466667
MONROE,US,41.883333,-83.333333
TRENTON,US,42.133333,-83.166667
WYANDOTTE,US,42.2,-83.15
ROUGE RIVER,US,42.283333,-83.116667
DETROIT,US,42.333333,-83.033333
GEORGETOWN,CA,46.183333,-62.533333
BLANC SABLON,CA,51.416667,-57.133333
DUMAI,ID,1.683333,101.45
BELAWAN,ID,3.783333,98.683333
BARRANQUILLA,CO,10.966667,-74.766667
MAZATLAN,MX,23.2,-106.416667
BANGKOK,TH,13.75,100.5
SONGKHLA HARBOR,TH,7.216667,100.583333
REKA LUGA,RU,59.666667,28.316667
BAHIA DE LAS MINAS,PA,9.4,-79.816667
BINTANGOR,MY,2.166667,111.633333
TG. MANI,MY,2.15,111.35
COLERAINE,GB,55.133333,-6.666667
LONDONDERRY,GB,55,-7.316667
MIRI,MY,4.383333,113.966667
KUCHING,MY,1.566667,110.35
SIBU,MY,2.283333,111.816667
SARIKEI,MY,2.133333,111.533333
KRABI,TH,8.066667,98.916667
KANTANG HARBOR,TH,7.4,99.516667
BLYTH,GB,55.116667,-1.5
WARKWORTH HARBOUR,GB,55.333333,-1.583333
WHITSTABLE,GB,51.366667,1.033333
THAMESPORT,GB,51.433333,0.7
GRAVESEND,GB,51.45,0.366667
COLCHESTER,GB,51.883333,0.916667
HARWICH,GB,51.95,1.283333
GREAT YARMOUTH,GB,52.616667,1.733333
FELIXSTOWE,GB,51.95,1.316667
HOWDENDYKE,GB,53.733333,-0.883333
LORIENT,FR,47.75,-3.35
DONGES,FR,47.3,-2.066667
NANTES,FR,47.2,-1.566667
TONNAY CHARENTE,FR,45.933333,-0.9
LE VERDON,FR,45.55,-1.05
PAUILLAC,FR,45.2,-0.75
BLAYE,FR,45.133333,-0.666667
AMBES,FR,45.016667,-0.533333
BAYONNE,FR,43.5,-1.466667
IZMAYIL,UA,45.333333,28.85
RENI,UA,45.433333,28.3
KIJANG,ID,0.85,104.6
PALEMBANG,ID,-2.983333,104.766667
SUNGAIGERONG,ID,-2.983333,104.833333
NASIPIT PORT,PH,8.983333,125.333333
BUTUAN CITY,PH,8.95,125.533333
LAOANG,PH,12.566667,125.016667
MOENGO,SR,5.633333,-54.416667
NIEUW NICKERIE,SR,5.95,-57
PARAMARIBO,SR,5.833333,-55.166667
PARANAM,SR,5.616667,-55.1
ONTONAGON,US,46.883333,-89.333333
NAMPO,KP,38.716667,125.4
KYOMIP'O,KP,38.733333,125.616667
NIKOLAYEVSK NA AMUR,RU,53.133333,140.733333
EYEMOUTH,GB,55.866667,-2.083333
MONTROSE,GB,56.7,-2.466667
INVERNESS,GB,57.483333,-4.233333
BIRD PORT,GB,51.566667,-2.966667
PITTSBURG,US,38.033333,-121.883333
ANTIOCH,US,38.016667,-121.8
STOCKTON,US,37.95,-121.3
RIO VISTA,US,38.15,-121.7
ISLETON,US,38.166667,-121.6
WALNUT GROVE,US,38.233333,-121.516667
COURTLAND,US,38.333333,-121.566667
SACRAMENTO,US,38.583333,-121.5
BANDON,US,43.116667,-124.416667
PROSPER,US,43.15,-124.366667
WINCHESTER BAY,US,43.683333,-124.183333
GARDINER,US,43.716667,-124.1
REEDSPORT,US,43.7,-124.1
FLORENCE,US,43.966667,-124.116667
GLENADA,US,43.966667,-124.116667
CUSHMAN,US,43.983333,-124.066667
NEWPORT,US,44.633333,-124.05
TOLEDO,US,44.616667,-123.933333
ILWACO,US,46.3,-124.05
WESTPORT,US,46.133333,-123.383333
RAINIER,US,46.083333,-122.933333
LONGVIEW,US,46.133333,-122.933333
KALAMA,US,46.016667,-122.85
ST HELENS,US,45.866667,-122.8
PORTLAND,US,45.516667,-122.666667
VANCOUVER,US,45.633333,-122.683333
CAMAS,US,45.583333,-122.4
WASHOUGAL,US,45.583333,-122.35
THE DALLES,US,45.6,-121.183333
SOUTH BEND,US,46.666667,-123.783333
RAYMOND,US,46.683333,-123.733333
WILLAPA HARBOR,US,46.683333,-123.75
WESTHAVEN COVE,US,46.916667,-124.116667
BAY CITY,US,46.866667,-124.066667
ABERDEEN,US,46.983333,-123.816667
HOQUIAM,US,46.966667,-123.9
LA PUSH,US,47.9,-124.633333
WARRENTON,US,46.166667,-123.916667
ASTORIA,US,46.2,-123.833333
TONGUE POINT,US,46.2,-123.75
REDWOOD CITY,US,37.533333,-122.2
NYKOBING (FALSTER),DK,54.766667,11.866667
KENITRA,MA,34.3,-6.6
UMM AN NAR,AE,24.45,54.483333
EAST LONDON,ZA,-33.033333,27.916667
FRONTERA,MX,18.533333,-92.65
NANCHITAL,MX,18.066667,-94.416667
TUXPAN,MX,20.95,-97.4
TAMPICO,MX,22.216667,-97.866667
COATZACOALCOS,MX,18.15,-94.416667
MINATITLAN,MX,17.9,-94.583333
PUERTO DE ASUNCION,PY,-25.266667,-57.683333
GUAYAQUIL,EC,-2.2,-79.883333
PUERTO BOLIVAR,EC,-3.266667,-80
PUERTO MARITIMO DE GUAYAQUIL,EC,-2.283333,-79.9
ESMERALDAS,EC,1,-79.65
PORT OF ROUEN,FR,49.45,1.066667
RIMOUSKI,CA,48.45,-68.516667
CHICOUTIMI (PORT SAGUENAY),CA,48.433333,-71.066667
SOREL,CA,46.05,-73.116667
POINTE NOIRE,CA,50.166667,-66.483333
PORT CARTIER,CA,50.033333,-66.783333
MATANE,CA,48.85,-67.533333
BAIE COMEAU,CA,49.233333,-68.133333
TADOUSSAC,CA,48.15,-69.716667
